ID,rating,date,user,reviewText,product_ID
48006c6c-b794-454a-9138-dec41ee4c42a,4.06,2016-02-13,Valentina Ortiz,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
0ff18951-7f77-4bd7-bfa2-6c12d65ae9ed,4.66,2023-03-12,Juan Rivera,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
6e4f0001-c5ff-4f54-8a8e-fd221d798d41,4.15,2021-03-08,Diego Gonzalez,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
147ca253-b8b7-4fd6-8d95-60b6013a05bf,2.79,2018-06-10,Miguel Reyes,"Excelente producto, muy recomendado.",54244d10-5450-4fa3-b157-20f57943c812
b980a174-5ab5-4c60-8916-986932a33772,3.19,2017-11-22,Maria Ortiz,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
8d1e06d5-16f9-4d41-ae96-19bff4bfc952,3.03,2020-01-28,Carlos Romero,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
2f01bf03-7501-460d-8aa5-17b3d01fb5a6,2.5,2021-08-11,Valentina Silva,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
91a94fb5-8e67-4c12-92f4-5445a4ccf08c,1.06,2016-10-23,Isabella Acosta,"Dejó de funcionar después de poco tiempo.",54244d10-5450-4fa3-b157-20f57943c812
36230b5b-adf3-4c40-9ed1-20b3c45e914d,2.3,2021-02-11,Paula Torres,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
5f001692-b80a-4af0-8c5a-aa86478a7575,2.61,2020-09-13,Diego Romero,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
ff1191ea-52fb-498f-ab18-8358a9c56dea,1.3,2020-01-17,Laura Garcia,"No cumple con lo prometido.",54244d10-5450-4fa3-b157-20f57943c812
af60b727-b163-4584-b359-882d74120278,1.02,2019-01-26,Gabriel Gomez,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
23eed703-2a56-4444-8ffd-c6aec504a84b,1.74,2017-05-12,Santiago Diaz,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
80867fbb-2ad8-4c12-80aa-73cf148851f1,4.83,2019-08-07,Isabella Silva,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
00a11f50-76fe-4eb4-a42e-8f3144972e80,4.97,2020-11-28,Jose Reyes,"Funciona como se esperaba.",54244d10-5450-4fa3-b157-20f57943c812
36a039e7-fec2-46de-8ba2-2d5fdbf3f374,4.02,2018-02-05,Javier Vargas,"Buena calidad y precio justo.",54244d10-5450-4fa3-b157-20f57943c812
6793ff06-f543-4be0-8c62-52454ea69430,2.75,2018-05-04,Mateo Sanchez,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
acf53316-d509-4bbc-b5b4-f0de59a21a36,3.92,2021-10-02,Sofia Diaz,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
626a61b7-1ac5-4652-865b-6fc5999d4bb8,1.83,2021-04-29,Jose Ramirez,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
1caa725b-1c61-4217-aa43-e582fc8d601e,3.36,2018-01-14,Laura Medina,"Funciona como se esperaba.",54244d10-5450-4fa3-b157-20f57943c812
dc75b2d7-57a9-4dc6-979e-3641d8ec6a3b,2.52,2024-12-19,Diego Diaz,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
a3024a84-83e7-4758-a488-a8b547231d7e,1.41,2018-06-30,Juan Castro,"Dejó de funcionar después de poco tiempo.",54244d10-5450-4fa3-b157-20f57943c812
0270602b-12b6-4977-9175-1f5e10221aa2,3.22,2018-12-17,Javier Garcia,"Superó mis expectativas.",54244d10-5450-4fa3-b157-20f57943c812
01e71da2-ab93-44a2-98ca-744031f86ed9,1.27,2017-10-10,Javier Morales,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
f0ddc11b-f639-4ec8-b244-d53213ea7b6f,4.0,2025-01-22,Juan Garcia,"El producto cumple con lo descrito.",54244d10-5450-4fa3-b157-20f57943c812
727bbdd2-5d7f-43ba-b329-23642b6c425d,4.75,2018-08-26,Laura Perez,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
58f45ccf-1b29-4e66-9648-5e7207fb4cdf,2.92,2017-09-29,Juan Lopez,"Muy satisfecho con la compra.",54244d10-5450-4fa3-b157-20f57943c812
dfead90b-bc42-4d7d-8dcd-b462c96b0b07,3.5,2019-03-02,Miguel Ramirez,"Instrucciones poco claras.",54244d10-5450-4fa3-b157-20f57943c812
ebdceca0-ef03-436d-8465-91771ee183fe,1.34,2021-12-19,Elena Martinez,"La entrega fue rápida y sin problemas.",54244d10-5450-4fa3-b157-20f57943c812
35262624-45ae-4241-b854-4157d1bd998f,2.95,2016-02-18,Lucia Medina,"El producto cumple con lo descrito.",54244d10-5450-4fa3-b157-20f57943c812
952bcbae-402f-43eb-822c-2631bb1c1fcd,4.87,2019-02-28,Ana Ramirez,"Regular, esperaba más por el costo.",54244d10-5450-4fa3-b157-20f57943c812
d7283524-ec31-4793-b275-0d031453020e,2.6,2019-10-28,Camila Romero,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
7fffd4da-65b1-42a4-83f6-97d641a0c490,2.99,2023-12-22,Valentina Rodriguez,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
75ea6611-5f0d-48f9-87a1-a4bd696f92ec,1.7,2023-09-02,Daniela Ramirez,"La entrega fue rápida y sin problemas.",54244d10-5450-4fa3-b157-20f57943c812
f97d3d7c-eb7e-465c-a491-a9bd9eaadf2d,1.13,2018-07-06,Diego Rodriguez,"Me encantó, funciona perfectamente.",54244d10-5450-4fa3-b157-20f57943c812
10a6548e-fa80-4736-a646-80e2f87c9e7c,1.82,2020-03-29,Paula Garcia,"Superó mis expectativas.",54244d10-5450-4fa3-b157-20f57943c812
b40940cf-3d9c-4ba3-b697-edead209249c,3.5,2021-06-04,Diego Hernandez,"Instrucciones poco claras.",54244d10-5450-4fa3-b157-20f57943c812
64e6b1c4-badc-4603-934d-3c2d46c8b9e5,4.15,2018-10-11,Maria Ruiz,"El producto cumple con lo descrito.",54244d10-5450-4fa3-b157-20f57943c812
0259f4c1-ef3b-4dfe-933f-6e463b75be9a,1.01,2021-07-23,Juan Sanchez,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
3d728d4c-20fb-4b95-a411-c2fe39029adb,4.32,2019-04-24,Javier Reyes,"El producto llegó dañado.",54244d10-5450-4fa3-b157-20f57943c812
15f45559-28fe-44fd-8ebe-4affe7162b79,1.58,2020-10-24,Jose Garcia,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
2a2e88b8-9168-4d0b-8fe6-2e7b71c00627,4.26,2016-06-03,Carlos Hernandez,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
d9ae5f5b-03fb-4f9c-9edd-51136fd72be6,1.08,2023-06-03,Lucia Acosta,"Muy satisfecho con la compra.",54244d10-5450-4fa3-b157-20f57943c812
5a79ccbd-0112-44ad-a902-4d29e417d78f,1.4,2022-11-20,Gabriel Garcia,"Superó mis expectativas.",54244d10-5450-4fa3-b157-20f57943c812
f32df796-b1d1-4eb8-a6b2-226a492b6b15,4.83,2023-04-25,Camila Romero,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
52406e3e-e68b-4cdf-852a-f6fccba0f4e3,3.13,2024-12-14,Ana Acosta,"El producto llegó dañado.",54244d10-5450-4fa3-b157-20f57943c812
86f9f16e-c57a-4c82-9281-f18e640c6541,2.19,2020-07-21,Elena Acosta,"Funciona como se esperaba.",54244d10-5450-4fa3-b157-20f57943c812
f82d94de-39ab-442d-9dfc-5868a894652b,1.63,2017-04-21,Jose Acosta,"Regular, esperaba más por el costo.",54244d10-5450-4fa3-b157-20f57943c812
c3c0c715-9397-4e9d-845e-4b2b2742c1f2,1.65,2020-06-07,Carlos Medina,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
3714e27a-8b1b-4fab-94f6-9f4dbeca579a,3.94,2024-01-01,Carlos Ortiz,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
e932e8cf-9c32-44d0-8e82-e198b88f3fd3,3.99,2018-11-21,Andres Romero,"Instrucciones poco claras.",54244d10-5450-4fa3-b157-20f57943c812
6e0d88b8-e577-4367-8728-d367597b33d1,2.51,2016-09-07,Mateo Diaz,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
0a51c4d8-0d2c-4093-92f7-04d43b86b28e,4.34,2017-05-20,Lucia Ortiz,"Regular, esperaba más por el costo.",54244d10-5450-4fa3-b157-20f57943c812
d471a84c-c3fa-44e8-95f0-a4638f9e3066,3.05,2018-04-03,Ana Gonzalez,"El producto cumple con lo descrito.",54244d10-5450-4fa3-b157-20f57943c812
a7074cf8-c744-4fd4-a52d-2e46164fe1ae,2.05,2018-08-12,Daniela Ortiz,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
c0da9b00-444b-4fd6-85dd-8e5394ed88bd,3.82,2018-09-05,Luis Romero,"Me encantó, funciona perfectamente.",54244d10-5450-4fa3-b157-20f57943c812
68a59eb6-fca0-4610-a225-339610a71eb1,1.43,2025-01-18,Juan Hernandez,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
9d5f2f43-98f8-4758-bc05-abf1a263a407,1.22,2018-07-06,Santiago Acosta,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
45b11653-e81e-4fd8-af46-016203773299,4.28,2020-08-08,Jose Garcia,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
933e55a8-2a27-4832-a51d-df55a3a84706,4.56,2019-01-13,Andres Sanchez,"Funciona como se esperaba.",54244d10-5450-4fa3-b157-20f57943c812
b37443df-eced-48fe-afd5-8e409b6a4fa1,2.51,2019-07-27,Andres Reyes,"Dejó de funcionar después de poco tiempo.",54244d10-5450-4fa3-b157-20f57943c812
e37c10b2-9e9e-490c-9082-c075e89dd7f8,2.57,2016-01-27,Juan Garcia,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
50b26862-c33b-440a-b4e7-fa57e2d98bdc,1.67,2016-04-28,Mateo Diaz,"Me encantó, funciona perfectamente.",54244d10-5450-4fa3-b157-20f57943c812
fe676313-3ae6-44f0-8a51-537c281fbde8,3.95,2022-04-19,Gabriel Gomez,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
0abc0cc7-46f8-4956-94cd-8464d15d8832,2.73,2019-10-20,Carmen Torres,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
86e01cae-8e15-4d7e-8234-086f2b15da92,1.18,2018-05-02,Sofia Reyes,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
e86ea6cf-6dd9-4766-a2bb-0ec50dc6a083,3.71,2016-06-09,Valentina Vargas,"La entrega fue rápida y sin problemas.",54244d10-5450-4fa3-b157-20f57943c812
d044d14c-8ef4-4056-b3bb-0bf46f7e49fe,2.94,2024-04-21,Jose Gomez,"El producto llegó dañado.",54244d10-5450-4fa3-b157-20f57943c812
0d4627ea-440e-4b51-9671-8f14f5ac7940,3.13,2020-09-04,Jose Hernandez,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
2cd2c38e-abe2-4532-ba56-9dec00ed231a,4.44,2020-07-31,Isabella Diaz,"Regular, esperaba más por el costo.",54244d10-5450-4fa3-b157-20f57943c812
81fa97a0-30e2-4018-bb0f-cd13be1052a5,1.7,2015-12-14,Camila Silva,"No cumple con lo prometido.",54244d10-5450-4fa3-b157-20f57943c812
f341f2d1-b783-4e33-95d0-84b9201af1d0,4.74,2018-05-03,Santiago Lopez,"La entrega fue rápida y sin problemas.",54244d10-5450-4fa3-b157-20f57943c812
b9375b65-c384-4efb-b4c4-814cca26a11f,1.22,2021-11-22,Elena Garcia,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
3beb4a41-2d94-4460-bcc3-4049ff18cada,1.36,2015-12-02,Javier Rivera,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
43c19d2a-1b0f-436e-ba2a-e655db81d953,3.79,2023-03-15,Maria Ortiz,"Funciona como se esperaba.",54244d10-5450-4fa3-b157-20f57943c812
143fa8a5-6869-4a0f-93c0-5f373e58c386,1.14,2018-01-15,Carmen Garcia,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
731e8a2d-f84d-4594-bd4f-97cae15d93f1,3.44,2023-10-18,Camila Torres,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
220a152c-1105-4ad3-a3de-fa24079430ae,2.67,2020-03-24,Gabriel Silva,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
5cc4389b-8e1c-4fd4-a369-7e3b8b9611b9,4.57,2018-05-22,Miguel Flores,"Ni bueno ni malo, simplemente funcional.",54244d10-5450-4fa3-b157-20f57943c812
e2d1946b-caf3-4870-94c6-857f8dfa5135,1.59,2022-09-08,Laura Vargas,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
553d4ef4-ba52-4418-aed6-f202c041d857,2.28,2022-06-22,Valentina Acosta,"No cumple con lo prometido.",54244d10-5450-4fa3-b157-20f57943c812
a4cefc28-d48f-42b1-88e1-3e33144c5223,4.87,2018-01-12,Daniela Lopez,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
5950b74e-b6ab-4472-b07e-5414cff83a19,1.89,2024-02-15,Camila Gomez,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
13cdd153-0431-4530-a0c9-ea56adbcea28,1.11,2018-03-08,Luis Sanchez,"El producto cumple con lo descrito.",54244d10-5450-4fa3-b157-20f57943c812
4ddddbf6-6e3e-47f0-885c-0ba364d5ff8f,3.65,2024-12-18,Javier Ortiz,"No cumple con lo prometido.",54244d10-5450-4fa3-b157-20f57943c812
a337e3b8-e0d6-4be1-b168-8c0142d4357f,1.03,2022-08-05,Jose Reyes,"La entrega fue rápida y sin problemas.",54244d10-5450-4fa3-b157-20f57943c812
d9a2edb0-ad58-4816-93c7-e7c414e3c939,3.36,2023-05-16,Elena Hernandez,"Funciona como se esperaba.",54244d10-5450-4fa3-b157-20f57943c812
34cece08-babc-4e11-9bfa-c12dd0072423,4.6,2015-06-17,Diego Gonzalez,"Instrucciones poco claras.",54244d10-5450-4fa3-b157-20f57943c812
b0e45bca-1d83-44c5-8010-87a952e359dd,2.63,2022-03-30,Andres Acosta,"Muy satisfecho con la compra.",54244d10-5450-4fa3-b157-20f57943c812
0444d2e1-11c5-4f96-9640-2292678f5e97,3.73,2021-09-23,Miguel Sanchez,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
7bbb4e5d-9f9b-4397-afea-2f9174a5f3de,1.64,2024-07-06,Laura Gonzalez,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
ebc30cc8-7507-443e-8cf6-2b08f31e8cbc,4.19,2021-06-22,Mateo Martinez,"El producto cumple con lo descrito.",54244d10-5450-4fa3-b157-20f57943c812
bb9e09ab-b937-4f3b-9c8a-50fce1ff3dca,2.82,2019-08-19,Camila Martinez,"La entrega fue rápida y sin problemas.",54244d10-5450-4fa3-b157-20f57943c812
5e69988d-5e72-4712-866d-0bc2b4a97b8c,1.4,2021-07-22,Paula Reyes,"Excelente producto, muy recomendado.",54244d10-5450-4fa3-b157-20f57943c812
164b676c-af66-4e5d-bf7b-71899f2691ce,2.12,2016-12-06,Lucia Hernandez,"Excelente producto, muy recomendado.",54244d10-5450-4fa3-b157-20f57943c812
2f3b3a12-3c49-4e24-b599-f701ac7c06e7,1.83,2017-04-12,Mateo Morales,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
b20d8279-4fda-45a3-9267-a186f54594aa,4.91,2021-05-27,Gabriel Rivera,"Instrucciones poco claras.",54244d10-5450-4fa3-b157-20f57943c812
ba9366fc-011b-47c3-b826-d2267a90fb90,2.64,2024-12-18,Elena Vargas,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
9faa4279-27ca-47ae-a315-ece2703d179c,3.84,2019-03-11,Paula Hernandez,"Me encantó, funciona perfectamente.",54244d10-5450-4fa3-b157-20f57943c812
496b01e3-ef42-4541-88e5-808890a26690,3.17,2019-04-07,Camila Perez,"Regular, esperaba más por el costo.",54244d10-5450-4fa3-b157-20f57943c812
6a072d66-dfba-40f1-a6d9-c7dfa1776640,1.11,2023-08-01,Camila Romero,"Instrucciones poco claras.",54244d10-5450-4fa3-b157-20f57943c812
18943375-470c-45d9-8187-c1344df7435b,3.29,2019-11-16,Carmen Reyes,"Superó mis expectativas.",54244d10-5450-4fa3-b157-20f57943c812
073a00a2-51b9-4b38-9954-5f91e414545b,2.2,2024-10-13,Gabriel Morales,"Dejó de funcionar después de poco tiempo.",54244d10-5450-4fa3-b157-20f57943c812
ad1d96f2-2665-46f2-a47d-5abc296d3584,4.91,2022-01-21,Ana Ortiz,"Muy satisfecho con la compra.",54244d10-5450-4fa3-b157-20f57943c812
5ed93739-1344-4925-933a-4f749f4e91fa,4.31,2020-11-29,David Rivera,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
d00d6087-7dcc-43ea-b074-b77543085cfd,3.91,2015-10-28,Daniela Ruiz,"La entrega fue rápida y sin problemas.",54244d10-5450-4fa3-b157-20f57943c812
3f2bddb2-652e-480d-bb80-35445b88051d,2.72,2022-10-30,Sofia Sanchez,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
400c1e6d-32a8-48fa-a108-e14b89c9e3d7,2.19,2023-02-28,Camila Hernandez,"Excelente producto, muy recomendado.",54244d10-5450-4fa3-b157-20f57943c812
3789cb1e-0cce-42d2-a26e-759437231fca,2.42,2019-01-08,Ana Ortiz,"El material se siente de baja calidad.",54244d10-5450-4fa3-b157-20f57943c812
1ab991ae-caed-48e7-ab59-5530f5f5336f,4.97,2021-09-27,Diego Flores,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
d49285f8-d515-4630-8495-75fb53cbdc4c,2.72,2023-12-22,Maria Rivera,"No cumple con lo prometido.",54244d10-5450-4fa3-b157-20f57943c812
b4360a70-73bf-4e29-a72e-60ccff512b30,2.44,2021-12-25,Javier Martinez,"Mala experiencia de compra, no lo recomiendo.",54244d10-5450-4fa3-b157-20f57943c812
fc36c2aa-4d3d-4c13-9ffe-64742188f917,2.46,2017-06-09,Sofia Gonzalez,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
81273ca3-949e-4d88-9c39-776efd814bbf,4.59,2019-11-27,Luis Martinez,"Es aceptable por el precio.",54244d10-5450-4fa3-b157-20f57943c812
62e7f699-7200-4354-8376-eaf4ab69eef5,1.37,2016-11-06,Sofia Rivera,"Buena calidad y precio justo.",54244d10-5450-4fa3-b157-20f57943c812
4f6ca63d-d721-444c-92e7-ac41d48dfed8,4.81,2021-05-14,Mateo Torres,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
f2a08376-19b1-4a51-a92c-2b0a82cd30b4,3.75,2016-06-02,Miguel Torres,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
4c00cf7c-4297-449c-ba0b-bbcec4a3cf34,4.67,2019-01-06,Maria Lopez,"El producto llegó dañado.",54244d10-5450-4fa3-b157-20f57943c812
96fda800-eb00-40fc-bfa4-44c6e4651f66,2.81,2015-09-06,Juan Garcia,"Muy satisfecho con la compra.",54244d10-5450-4fa3-b157-20f57943c812
975836ea-2656-49f2-882b-326879c0602f,1.04,2016-05-17,Sofia Sanchez,"El producto cumple con lo descrito.",54244d10-5450-4fa3-b157-20f57943c812
a4260f60-7e47-41f2-8309-e75e50dec28f,2.41,2018-12-29,Paula Silva,"Me encantó, funciona perfectamente.",54244d10-5450-4fa3-b157-20f57943c812
01f9ff07-32e0-4e04-87fc-aaacb9450bec,1.34,2015-11-28,Lucia Torres,"Superó mis expectativas.",54244d10-5450-4fa3-b157-20f57943c812
8990f629-a212-4ba7-8127-15ab9142a003,2.43,2018-03-30,Sofia Garcia,"No cumple con lo prometido.",54244d10-5450-4fa3-b157-20f57943c812
e156a5fe-01ad-4428-b34e-f9c13c4376bf,4.9,2021-02-01,Carlos Sanchez,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
e2452607-d753-4f3d-bc98-f108e8be9b54,1.46,2017-08-03,Lucia Flores,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
fd0b87d8-d14f-4ba2-9a11-fbb9cdd99d55,2.4,2023-05-16,Carlos Torres,"Excelente producto, muy recomendado.",54244d10-5450-4fa3-b157-20f57943c812
58884cc9-d960-47a4-821b-38fc277799d3,3.0,2018-07-07,Maria Reyes,"El servicio al cliente fue útil.",54244d10-5450-4fa3-b157-20f57943c812
c0e7500f-65a8-4604-9b5c-8b98469f90a1,4.95,2017-05-01,Juan Medina,"Excelente producto, muy recomendado.",54244d10-5450-4fa3-b157-20f57943c812
d6f369b5-56d7-4bd1-a119-3c2034a6ce7b,3.81,2019-02-13,Daniela Diaz,"Superó mis expectativas.",54244d10-5450-4fa3-b157-20f57943c812
ddb9dcf7-ab9d-40cb-a60e-328766c77f8b,2.62,2025-04-17,Laura Rodriguez,"Muy satisfecho con la compra.",54244d10-5450-4fa3-b157-20f57943c812
6b942fce-78ce-415b-b312-b731f6380e43,3.28,2018-10-19,Gabriel Ortiz,"El producto llegó dañado.",54244d10-5450-4fa3-b157-20f57943c812
b41318f5-9a27-4a17-86bf-4b7132e4fb9b,1.41,2024-10-06,Maria Hernandez,"No me gustó, mala calidad.",54244d10-5450-4fa3-b157-20f57943c812
6f424e93-9898-45e0-a081-118310f468b1,2.34,2016-07-25,Carlos Garcia,"Podría ser mejor, algunos detalles no me convencen.",54244d10-5450-4fa3-b157-20f57943c812
